,Unnamed: 0,companies,companies_list
2440,2440,morganite-crucible-india-MORGA,morganite crucible india
2441,2441,moschip-technologies-MOS,moschip technologies
2442,2442,motherson-sumi-wiring-india-MSU,motherson sumi wiring india
2443,2443,motilal-oswal-5-year-g-sec-etf-G,motilal oswal 5 year g sec etf
2444,2444,motilal-oswal-financial-services-MOFS,motilal oswal financial services
2445,2445,motilal-oswal-nifty-50-etf-M50,motilal oswal nifty 50 etf
2446,2446,motilal-oswal-nifty-midcap-100-etf-M100,motilal oswal nifty midcap 100 etf
2447,2447,motilal-oswal-nasdaq-100-etf-N100,motilal oswal nasdaq 100 etf
2448,2448,motilal-oswal-nasdaq-q-50-etf-MONQ,motilal oswal nasdaq q 50 etf
2449,2449,motilal-oswal-nifty-200-momentum-30-etf-MOMO,motilal oswal nifty 200 momentum 30 etf
2450,2450,motilal-oswal-sandp-bse-enhanced-value-etf-fund-MOV,motilal oswal sandp bse enhanced value etf fund
2451,2451,motilal-oswal-sandp-bse-healthcare-etf-MOHE,motilal oswal sandp bse healthcare etf
2452,2452,motilal-oswal-sandp-bse-low-volatility-etf-MOLO,motilal oswal sandp bse low volatility etf
2453,2453,motilal-oswal-sandp-bse-quality-etf-fund-MOQ,motilal oswal sandp bse quality etf fund
2454,2454,motor-and-general-finance-MGF,motor and general finance
2455,2455,mount-housing-and-infrastructure-MOU,mount housing and infrastructure
2456,2456,moxsh-overseas-educon-MOX,moxsh overseas educon
2457,2457,mphasis-MBFL,mphasis
2458,2458,mrs-bectors-food-specialities-BEC,mrs bectors food specialities
2459,2459,mrugesh-trading-MRU,mrugesh trading
2460,2460,mudra-financial-services-MUD,mudra financial services
2461,2461,mudunuru-MUDU,mudunuru
2462,2462,mukand-engineers-MUKE,mukand engineers
2463,2463,mukand-MUKA,mukand
2464,2464,mukat-pipes-MUKAT,mukat pipes
2465,2465,mukesh-babu-financial-services-MUKES,mukesh babu financial services
2466,2466,mukta-agriculture-MUK,mukta agriculture
2467,2467,mukta-arts-MUKR,mukta arts
2468,2468,muller-and-phipps-india-MULL,muller and phipps india
2469,2469,multi-commodity-exchange-of-india-MCEI,multi commodity exchange of india
2470,2470,multibase-india-MULT,multibase india
2471,2471,multiplus-holdings-MULTI,multiplus holdings
2472,2472,multipurpose-trading-and-agencies-ZMU,multipurpose trading and agencies
2473,2473,munjal-auto-industries-MUAU,munjal auto industries
2474,2474,munjal-showa-MNJL,munjal showa
2475,2475,munoth-capital-markets-MUNC,munoth capital markets
2476,2476,munoth-financial-services-MUN,munoth financial services
2477,2477,murudeshwar-ceramics-MURD,murudeshwar ceramics
2478,2478,music-broadcast-MUSI,music broadcast
2479,2479,muthoot-capital-services-MUTH,muthoot capital services
2480,2480,muthoot-finance-MUTT,muthoot finance
2481,2481,welcon-international-WELC,welcon international
2482,2482,mysore-petro-chemicals-MYSO,mysore petro chemicals
2483,2483,mystic-electronics-MYS,mystic electronics
2484,2484,nda-securities-NDA,nda securities
2485,2485,n-d-metal-industries-NDM,n d metal industries
2486,2486,n-g-industries-NGIN,n g industries
2487,2487,n-k-industries-NKIN,n k industries
2488,2488,n-r-agarwal-industries-NRAI,n r agarwal industries
2489,2489,n2n-technologies-NNT,n2n technologies
2490,2490,nacl-industries-NACL,nacl industries
2491,2491,nb-footwear-NBF,nb footwear
2492,2492,nbcc-india-NBCC,nbcc india
2493,2493,nbi-industrial-finance-company-NBII,nbi industrial finance company
2494,2494,ncc-blue-water-products-NCCB,ncc blue water products
2495,2495,ncc-NCCL,ncc
2496,2496,ncl-research-and-financial-services-NCL,ncl research and financial services
2497,2497,nxtdigital-NXTD,nxtdigital
2498,2498,ndr-auto-components-NDRA,ndr auto components
2499,2499,nhpc-NHPC,nhpc
2500,2500,nibe-NIB,nibe
2501,2501,niit-NIIT,niit
2502,2502,niks-technology-NIKS,niks technology
2503,2503,nintec-systems-NIN,nintec systems
2504,2504,nlc-india-NLCI,nlc india
2505,2505,nmdc-NMDC,nmdc
2506,2506,nmdc-steel-NSLN,nmdc steel
2507,2507,nms-resources-global-NMS,nms resources global
2508,2508,npr-finance-NPR,npr finance
2509,2509,nrb-bearings-NBEA,nrb bearings
2510,2510,nrb-industrial-bearings-NIBL,nrb industrial bearings
2511,2511,ntc-industries-NTC,ntc industries
2512,2512,ntpc-NTPC,ntpc
2513,2513,naapbooks-NBL,naapbooks
2514,2514,naga-dhunseri-group-NAGD,naga dhunseri group
2515,2515,nagarjuna-agri-tech-NAGT,nagarjuna agri tech
2516,2516,nagarjuna-fertilizers-and-chemicals-NGFR,nagarjuna fertilizers and chemicals
2517,2517,nagpur-power-and-industries-NAG,nagpur power and industries
2518,2518,nagreeka-capital-and-infrastructure-NCIL,nagreeka capital and infrastructure
2519,2519,nagreeka-exports-NAGR,nagreeka exports
2520,2520,nahar-capital-and-financial-services-NAHA,nahar capital and financial services
2521,2521,nahar-industrial-enterprises-NHIE,nahar industrial enterprises
2522,2522,nahar-poly-films-NAHR,nahar poly films
2523,2523,nahar-spinning-mills-NHRS,nahar spinning mills
2524,2524,nakoda-group-of-industries-NGI,nakoda group of industries
2525,2525,nalin-lease-finance-NAL,nalin lease finance
2526,2526,nalwa-sons-investments-NALS,nalwa sons investments
2527,2527,nam-securities-NAM,nam securities
2528,2528,nanavati-ventures-NVE,nanavati ventures
2529,2529,nandan-denim-NANE,nandan denim
2530,2530,nandani-creation-NANA,nandani creation
2531,2531,narayana-hrudayalaya-NARY,narayana hrudayalaya
2532,2532,narayani-steels-NAR,narayani steels
2533,2533,narbada-gems-and-jewellery-NARB,narbada gems and jewellery
2534,2534,narendra-properties-NARP,narendra properties
2535,2535,narmada-agrobase-NARD,narmada agrobase
2536,2536,narmada-gelatines-SHAW,narmada gelatines
2537,2537,narmada-macplast-drip-irrigation-systems-NARM,narmada macplast drip irrigation systems
2538,2538,natco-pharma-NATP,natco pharma
2539,2539,nath-bio-genes-i-NATB,nath bio genes i
2540,2540,nath-industries-NATH,nath industries
2541,2541,national-aluminium-co-NALU,national aluminium co
2542,2542,national-fertilizers-NAFT,national fertilizers
2543,2543,national-fittings-NATF,national fittings
2544,2544,national-general-industries-NATG,national general industries
2545,2545,national-highways-infra-trust-NHIT,national highways infra trust
2546,2546,national-oxygen-NOL,national oxygen
2547,2547,national-peroxide-NATPE,national peroxide
2548,2548,national-plastic-industries-NATPA,national plastic industries
2549,2549,national-plastic-technologies-NATPL,national plastic technologies
2550,2550,national-plywood-industries-NATPY,national plywood industries
2551,2551,national-standard-india-NATI,national standard india
2552,2552,national-steel-and-agro-industries-NTST,national steel and agro industries
2553,2553,natraj-proteins-NATR,natraj proteins
2554,2554,natura-hue-chem-NAT,natura hue chem
2555,2555,natural-biocon-india-NATU,natural biocon india
2556,2556,natural-capsules-NATC,natural capsules
2557,2557,naturite-agro-products-NAP,naturite agro products
2558,2558,naturo-indiabull-NATUR,naturo indiabull
2559,2559,nava-bharat-ventures-NABV,nava bharat ventures
2560,2560,navigant-corporate-advisors-NAV,navigant corporate advisors
2561,2561,navin-fluorine-international-NAFL,navin fluorine international
2562,2562,navkar-corporation-NAVR,navkar corporation
2563,2563,navkar-builders-NAVB,navkar builders
2564,2564,navneet-education-NAVN,navneet education
2565,2565,navoday-enterprises-NAVO,navoday enterprises
2566,2566,naysaa-securities-NAY,naysaa securities
2567,2567,nazara-technologies-NAZ,nazara technologies
2568,2568,ncl-industries-NCLI,ncl industries
2569,2569,nectar-life-sciences-NECT,nectar life sciences
2570,2570,neelamalai-agro-industries-NEA,neelamalai agro industries
2571,2571,neelkanth-rockminerals-NEEL,neelkanth rockminerals
2572,2572,neeraj-paper-marketing-NEE,neeraj paper marketing
2573,2573,negotium-international-trade-NEG,negotium international trade
2574,2574,neil-industries-NEI,neil industries
2575,2575,nelcast-NLCA,nelcast
2576,2576,nelco-NELC,nelco
2577,2577,neo-infracon-NEO,neo infracon
2578,2578,neogem-india-NOG,neogem india
2579,2579,neogen-chemicals-NEOE,neogen chemicals
2580,2580,nesco-NSEN,nesco
2581,2581,nestle-india-NEST,nestle india
2582,2582,net-pix-shorts-digital-media-NETP,net pix shorts digital media
2583,2583,netlink-solutions-india-NETL,netlink solutions india
2584,2584,netripples-software-NET,netripples software
2585,2585,nettlinx-NETT,nettlinx
2586,2586,network-people-services-technologies-NPS,network people services technologies
2587,2587,network18-media-and-investments-NEFI,network18 media and investments
2588,2588,neueon-towers-NEUE,neueon towers
2589,2589,neuland-laboratories-NEUL,neuland laboratories
2590,2590,new-delhi-television-NDTV,new delhi television
2591,2591,new-india-assurance-company-THEE,new india assurance company
2592,2592,new-light-apparels-NEWL,new light apparels
2593,2593,new-markets-advisory-NEWM,new markets advisory
2594,2594,newgen-software-technologies-NEWG,newgen software technologies
2595,2595,newtime-infrastructure-NEWI,newtime infrastructure
2596,2596,next-mediaworks-NEXM,next mediaworks
2597,2597,nexus-select-trust-NXS,nexus select trust
2598,2598,nexus-commodities-and-technologies-NEX,nexus commodities and technologies
2599,2599,ngl-fine-chem-NGL,ngl fine chem
2600,2600,nhc-foods-NHC,nhc foods
2601,2601,nicco-parks-and-resorts-NIC,nicco parks and resorts
2602,2602,nidan-laboratories-and-healthcare-NIDA,nidan laboratories and healthcare
2603,2603,nidhi-granites-NIDH,nidhi granites
2604,2604,nihar-info-global-NIH,nihar info global
2605,2605,nikhil-adhesives-NIKH,nikhil adhesives
2606,2606,nikki-global-finance-NIK,nikki global finance
2607,2607,nila-infrastructures-NHI,nila infrastructures
2608,2608,nila-spaces-NILS,nila spaces
2609,2609,nilachal-refractories-NIL,nilachal refractories
2610,2610,nile-NILE,nile
2611,2611,nilkamal-NKML,nilkamal
2612,2612,nilkanth-engineering-ZNIL,nilkanth engineering
2613,2613,nimbus-projects-NIMBS,nimbus projects
2614,2614,nippon-india-etf-5-year-gilt-NETFG,nippon india etf 5 year gilt
2615,2615,nippon-india-nifty-bank-bees-etf-BBES,nippon india nifty bank bees etf
2616,2616,nippon-india-nifty-india-consumption-etf-NCON,nippon india nifty india consumption etf
2617,2617,nippon-india-nifty-dividend-opportunities-etf-NDIV,nippon india nifty dividend opportunities etf
2618,2618,nippon-india-gold-bees-etf-GBES,nippon india gold bees etf
2619,2619,nippon-india-hang-seng-bees-etf-HNGS,nippon india hang seng bees etf
2620,2620,nippon-india-nifty-infra-bees-etf-IFRB,nippon india nifty infra bees etf
2621,2621,nippon-india-junior-bees-etf-JBES,nippon india junior bees etf
2622,2622,nippon-india-liquid-bees-etf-LBES,nippon india liquid bees etf
2623,2623,nippon-india-g-sec-long-term-etf-NTFL,nippon india g sec long term etf
2624,2624,nippon-india-nv20-etf-NNET,nippon india nv20 etf
2625,2625,nippon-india-nifty-100-etf-NIPO,nippon india nifty 100 etf
2626,2626,nippon-india-nifty-50-bees-etf-NBES,nippon india nifty 50 bees etf
2627,2627,nippon-india-etf-nifty-cpse-bd-plus-sdl-2024-mat-NCP,nippon india etf nifty cpse bd plus sdl 2024 mat
2628,2628,nippon-india-etf-nifty-it-NIPD,nippon india etf nifty it
2629,2629,nippon-india-nifty-midcap-150-etf-NTFM,nippon india nifty midcap 150 etf
2630,2630,nippon-india-etf-nifty-sdl-2026-maturity-NETF,nippon india etf nifty sdl 2026 maturity
2631,2631,nippon-india-nifty-psu-bank-bees-etf-PSUB,nippon india nifty psu bank bees etf
2632,2632,nippon-india-sensex-next-50-etf-RET,nippon india sensex next 50 etf
2633,2633,nippon-india-sensex-30-etf-RELS,nippon india sensex 30 etf
2634,2634,nippon-india-nifty-shariah-bees-etf-SBET,nippon india nifty shariah bees etf
2635,2635,nippon-india-nifty-auto-etf-NETFA,nippon india nifty auto etf
2636,2636,nippon-india-nifty-pharma-etf-growth-plan-NETFP,nippon india nifty pharma etf growth plan
2637,2637,nippon-india-silver-etf-NETFS,nippon india silver etf
2638,2638,nippon-life-india-asset-management-NIPF,nippon life india asset management
2639,2639,niraj-cement-structurals-NIRAJ,niraj cement structurals
2640,2640,niraj-ispat-industries-NIRA,niraj ispat industries
2641,2641,nirav-commercials-NIRAV,nirav commercials
2642,2642,parth-industries-PARTI,parth industries
2643,2643,nirlon-NIRL,nirlon
2644,2644,nirman-agri-genetics-NIRM,nirman agri genetics
2645,2645,nirmitee-robotics-india-NIR,nirmitee robotics india
2646,2646,nitco-NCOT,nitco
2647,2647,nitin-castings-NIT,nitin castings
2648,2648,nitin-fire-protection-industries-NIFP,nitin fire protection industries
2649,2649,nitin-spinners-NISP,nitin spinners
2650,2650,nitiraj-engineers-NITR,nitiraj engineers
2651,2651,nitta-gelatin-india-KERA,nitta gelatin india
2652,2652,nivaka-fashions-NIV,nivaka fashions
2653,2653,nivi-trading-ZNI,nivi trading
2654,2654,niyogin-fintech-NIY,niyogin fintech
2655,2655,nocil-NOCI,nocil
2656,2656,noida-toll-bridge-company-NOID,noida toll bridge company
2657,2657,norben-tea-and-exports-NTE,norben tea and exports
2658,2658,norris-medicines-NORR,norris medicines
2659,2659,north-eastern-carrying-corporation-NECC,north eastern carrying corporation
2660,2660,northern-spirits-NSL,northern spirits
2661,2661,northlink-fiscal-and-capital-services-NOR,northlink fiscal and capital services
2662,2662,nouveau-global-ventures-NOU,nouveau global ventures
2663,2663,nova-iron-and-steel-NOVAI,nova iron and steel
2664,2664,novartis-india-NOVAR,novartis india
2665,2665,novateor-research-laboratories-NOV,novateor research laboratories
2666,2666,nucleus-software-exports-NSEL,nucleus software exports
2667,2667,nupur-recyclers-NRL,nupur recyclers
2668,2668,nureca-NUR,nureca
2669,2669,nutech-global-NUT,nutech global
2670,2670,nutricircle-NUTR,nutricircle
2671,2671,nuvoco-vistas-corporation-NUV,nuvoco vistas corporation
2672,2672,nuway-organic-naturals-india-NUW,nuway organic naturals india
2673,2673,nyssa-corporation-NYS,nyssa corporation
2674,2674,op-chains-OPC,op chains
2675,2675,ocl-iron-and-steel-OCLI,ocl iron and steel
2676,2676,ok-play-india-OKP,ok play india
2677,2677,otco-international-OTC,otco international
2678,2678,oasis-securities-OASI,oasis securities
2679,2679,oberoi-realty-OEBO,oberoi realty
2680,2680,objectone-information-systems-OON,objectone information systems
2681,2681,oceanic-foods-OCE,oceanic foods
2682,2682,octal-credit-capital-OCTAL,octal credit capital
2683,2683,octavius-plantations-OCTA,octavius plantations
2684,2684,octaware-technologies-OCT,octaware technologies
2685,2685,odyssey-corporation-ODY,odyssey corporation
2686,2686,odyssey-technologies-ODYS,odyssey technologies
2687,2687,oil-country-tubular-OCTL,oil country tubular
2688,2688,oil-india-OILI,oil india
2689,2689,oil-and-natural-gas-corporation-ONGC,oil and natural gas corporation
2690,2690,olatech-solutions-OLA,olatech solutions
2691,2691,olectra-greentech-OLEC,olectra greentech
2692,2692,olympia-industries-OLY,olympia industries
2693,2693,olympic-cards-OLP,olympic cards
2694,2694,olympic-oil-industries-OLYO,olympic oil industries
2695,2695,om-metals-infraprojects-OMET,om metals infraprojects
2696,2696,omansh-enterprises-OMA,omansh enterprises
2697,2697,omax-autos-OMXA,omax autos
2698,2698,omaxe-OMAX,omaxe
2699,2699,omega-interactive-technologies-OME,omega interactive technologies
2700,2700,omfurn-india-OMFU,omfurn india
2701,2701,omkar-overseas-OMK,omkar overseas
2702,2702,omkar-pharmachem-OMKA,omkar pharmachem
2703,2703,omkar-speciality-chemicals-OMKS,omkar speciality chemicals
2704,2704,omni-axs-software-OMN,omni axs software
2705,2705,omnipotent-industries-OMNIP,omnipotent industries
2706,2706,omnitex-industries-india-OMNI,omnitex industries india
2707,2707,one-97-communications-PAY,one 97 communications
2708,2708,overseas-synthetics-OBR,overseas synthetics
2709,2709,one-point-one-solutions-ONEP,one point one solutions
2710,2710,onelife-capital-advisors-ONEL,onelife capital advisors
2711,2711,onesource-ideas-venture-OIV,onesource ideas venture
2712,2712,onmobile-global-ONMO,onmobile global
2713,2713,ontic-finserve-ONT,ontic finserve
2714,2714,onward-technologies-OTEC,onward technologies
2715,2715,opal-luxury-time-products-OLTP,opal luxury time products
2716,2716,optiemus-infracom-OPTI,optiemus infracom
2717,2717,optimus-finance-OPT,optimus finance
2718,2718,oracle-financial-services-software-ORCL,oracle financial services software
2719,2719,orbit-exports-ORBE,orbit exports
2720,2720,cybermate-infotek-CYBE,cybermate infotek
2721,2721,orchid-pharma-ORCD,orchid pharma
2722,2722,organic-coatings-ORG,organic coatings
2723,2723,oricon-enterprises-OREN,oricon enterprises
2724,2724,orient-abrasives-ORNT,orient abrasives
2725,2725,orient-bell-ORBL,orient bell
2726,2726,orient-beverages-ORIB,orient beverages
2727,2727,orient-cement-ORCE,orient cement
2728,2728,orient-electric-ONTE,orient electric
2729,2729,orient-green-power-company-ORIN,orient green power company
2730,2730,orient-paper-and-industries-ORPP,orient paper and industries
2731,2731,orient-press-ORPR,orient press
2732,2732,orient-tradelink-ORI,orient tradelink
2733,2733,oriental-aromatics-OIEN,oriental aromatics
2734,2734,oriental-carbon-and-chemicals-ORCR,oriental carbon and chemicals
2735,2735,oriental-hotels-ORHT,oriental hotels
2736,2736,oriental-infratrust-OSEI,oriental infratrust
2737,2737,oriental-veneer-products-ORV,oriental veneer products
2738,2738,oriental-trimex-ORTX,oriental trimex
2739,2739,orissa-bengal-carrier-OBC,orissa bengal carrier
2740,2740,orissa-minerals-development-company-ORIS,orissa minerals development company
2741,2741,orosil-smith-india-ORO,orosil smith india
2742,2742,ortel-communications-ORTE,ortel communications
2743,2743,ortin-laboratories-ORTN,ortin laboratories
2744,2744,oscar-global-OSCA,oscar global
2745,2745,oseaspre-consultants-OSE,oseaspre consultants
2746,2746,osia-hyper-retail-OSIH,osia hyper retail
